Reevaluated eddy covariance CO2 flux and transfer velocity data from SOAP cruise
Missing fields noted by NaN
Please see corresponding paper and original literature for details
Correspondence to:
Mingxi Yang
miya@pml.ac.uk
Nov 2021
Data column descriptions:
YearMonthDay_TimeUTC		: timestamp for middle of hourly average
lat_deg						: decimal latitude 
lon_deg						: decimal longitude
CO2flux_mmol_m2_d			: eddy covariance CO2 flux, mmol/m2/d
kCO2660_cm_hr				: CO2 transfer velocity at Sc=660, cm/hr
kCO2_cm_hr					: CO2 transfer velocity at ambient Sc
ustar_insitu_m_s			: friction velocity from in situ wind measurements, m/s
U10n_insitu_m_s				: 10-m neutral wind speed from in situ wind measurements, m/s
SST_C						: bulk underway water temperature, deg C
Tskin_C						: skin temperature (bulk temperature corrected by COARE3.5 model cool skin effect), deg C
sal							: salinity (assumed to be 35 if missing)
dfCO2_uatm					: sea-air difference in fCO2 (=fCO2w - fCO2a), uatm
sol_CO2_bulk_mole_m3_atm	: CO2 solubility computed at bulk water temperature, moles/m3/atm
sol_CO2_skin_mole_m3_atm	: CO2 solubility computed at skin temperature, moles/m3/atm
DCCO2_mmol_m3				: sea-air difference in CO2 concentration (=sol_CO2_bulk_mole_m3_atm*fCO2w - sol_CO2_skin_mole_m3_atm*fCO2a), mmol/m3
Sc_CO2_bulk					: Schmidt number of CO2 computed at bulk water temperature
U10n_ECMWF_m_s				: 10-m neutral wind speed from ECMWF model, m/s
ustar_ECMWF_m_s				: friction velocity from ECMWF model, m/s
Hs_ECMWF_tot_m				: significant wave height of total waves from ECMWF model, m
RHw0						: wave Reynolds number at 20 deg C computed from Hs_ECMWF_tot_m and ustar_insitu_m_s
MSS_ECWAM					: mean squared slope of waves from ECMWF model
Hs_ECMWF_windsea_m			: significant wave height of wind sea, m
Hs_ECMWF_swell_m			: significant wave height of swell, m
MeanPeriod_ECMWF_tot_s		: mean wave period of total waves, s
MeanPeriod_ECMWF_swell_s	: mean wave period of swell, s
MeanPeriod_ECMWF_windsea_s	: mean wave period of wind sea, s
Wdir_ECMWF_deg				: wind direction from ECMWF model, deg
Swell_dir_ECMWF_deg			: swell direction from ECMWF model, deg
YearMonthDay_TimeUTC	lat_deg	lon_deg	CO2flux_mmol_m2_d	kCO2660_cm_hr	kCO2_cm_hr	ustar_insitu_m_s	U10n_insitu_m_s	SST_C	Tskin_C	sal	dfCO2_uatm	sol_CO2_bulk_mole_m3_atm	sol_CO2_skin_mole_m3_atm	DCCO2_mmol_m3	Sc_CO2_bulk	U10n_ECMWF_m_s	ustar_ECMWF_m_s	Hs_ECMWF_tot_m	RHw0	MSS_ECWAM	Hs_ECMWF_windsea_m	Hs_ECMWF_swell_m	MeanPeriod_ECMWF_tot_s	MeanPeriod_ECMWF_swell_s	MeanPeriod_ECMWF_windsea_s	Wdir_ECMWF_deg	Swell_dir_ECMWF_deg
2012-02-13 21:30:00	-44.3642	174.501	NaN	NaN	NaN	0.284442	NaN	14.5082	14.407	35	NaN	39.0117	39.1332	NaN	888.482	5.74972	0.196266	1.89546	514454	0.0096498	0.375236	1.8574	10.2228	10.5452	2.52409	57.9225	205.17
2012-02-13 22:30:00	-44.2306	174.661	NaN	NaN	NaN	0.254474	NaN	14.4342	14.3192	35	NaN	39.099	39.2379	NaN	891.941	6.43337	0.229844	1.90114	461632	0.0110334	0.440332	1.84881	10.1687	10.6019	2.6642	63.0285	204.695
2012-02-13 23:30:00	-44.1496	174.87	NaN	NaN	NaN	0.273744	NaN	14.779	14.642	35	NaN	38.6891	38.8518	NaN	875.634	6.65315	0.24344	1.92889	503839	0.0121162	0.486677	1.86603	10.1653	10.6762	2.75038	63.2657	204.443
2012-02-14 00:30:00	-44.0791	174.969	NaN	NaN	NaN	0.409839	NaN	14.9705	14.8681	35	NaN	38.4614	38.5817	NaN	866.572	6.73212	0.246761	1.94294	759822	0.012765	0.524767	1.87017	10.1465	10.7275	2.85636	61.8662	203.932
2012-02-14 01:30:00	-43.973	174.689	NaN	NaN	NaN	0.300191	NaN	14.5441	14.4704	35	NaN	38.9667	39.0551	NaN	886.65	6.74333	0.241405	1.90275	545028	0.013039	0.569823	1.81513	9.97641	10.6605	3.08142	64.7338	202.461
2012-02-14 02:30:00	-43.978	174.684	NaN	NaN	NaN	0.288979	NaN	14.6099	14.53	35	NaN	38.8884	38.984	NaN	883.535	6.85318	0.245011	1.91408	527794	0.013102	0.576819	1.82479	9.99655	10.6886	3.11634	68.5456	202.454
2012-02-14 03:30:00	-44.114	174.678	NaN	NaN	NaN	0.320152	NaN	14.7132	14.6407	35	NaN	38.7652	38.8514	NaN	878.623	6.91113	0.245939	1.95985	598712	0.01304	0.577059	1.87255	10.121	10.7913	3.12394	72.8141	203.001
2012-02-14 04:30:00	-44.2872	174.674	NaN	NaN	NaN	0.298697	NaN	14.3834	14.3186	35	NaN	39.1607	39.239	NaN	894.419	6.69652	0.236551	2.00684	571982	0.0125824	0.549932	1.92939	10.2661	10.857	3.08402	75.154	203.541
2012-02-14 05:30:00	-44.529	174.675	NaN	NaN	NaN	0.32264	NaN	14.3462	14.2708	35	NaN	39.2051	39.2964	NaN	896.191	6.23459	0.215367	2.05613	633004	0.0115345	0.483754	1.99774	10.4356	10.882	2.94946	78.4401	204.292
2012-02-14 06:30:00	-44.665	174.678	NaN	NaN	NaN	0.285102	NaN	13.7088	13.6436	35	NaN	39.989	40.0704	NaN	927.868	5.85407	0.199796	2.07458	564377	0.0108045	0.430963	2.02872	10.5009	10.8553	2.82041	81.7381	204.691
2012-02-14 07:30:00	-44.8348	174.681	NaN	NaN	NaN	0.281153	NaN	13.5373	13.4695	35	NaN	40.202	40.2873	NaN	936.514	5.42891	0.182086	2.08953	560570	0.0096522	0.370043	2.056	10.56	10.8224	2.68481	81.9116	205.259
2012-02-14 08:30:00	-45.0189	174.684	NaN	NaN	NaN	0.276495	NaN	13.4659	13.3997	35	NaN	40.2919	40.3756	NaN	940.186	4.76046	0.154427	2.09388	552431	0.00826633	0.316	2.0693	10.5871	10.7813	2.58045	71.8677	205.945
2012-02-14 09:30:00	-45.0936	174.66	NaN	NaN	NaN	0.27268	NaN	13.4604	13.3943	35	NaN	40.2987	40.3822	NaN	940.461	4.50888	0.144664	2.07984	541157	0.00771067	0.286751	2.05944	10.549	10.7122	2.49282	72.8023	206.207
2012-02-14 10:30:00	-44.9558	174.542	NaN	NaN	NaN	0.263067	NaN	13.8356	13.77	35	NaN	39.8346	39.9158	NaN	921.655	4.99133	0.16341	2.03132	509897	0.0088344	0.336267	2.00247	10.3715	10.5988	2.61133	84.6932	205.35
2012-02-14 11:30:00	-44.786	174.423	NaN	NaN	NaN	0.264774	NaN	13.8702	13.8073	35	NaN	39.7875	39.8653	NaN	919.665	5.81972	0.197283	1.9836	501149	0.0103875	0.410726	1.93983	10.1358	10.4726	2.79172	96.5363	204.035
2012-02-14 12:30:00	-44.634	174.44	NaN	NaN	NaN	0.28848	NaN	14.154	14.0701	35	NaN	39.4388	39.5413	NaN	905.584	6.16117	0.213394	1.96197	540068	0.0117073	0.476251	1.90262	9.92053	10.3638	2.95176	107.326	202.826
2012-02-14 13:30:00	-44.601	174.613	NaN	NaN	NaN	0.320806	NaN	13.7632	13.7037	35	NaN	39.9201	39.9941	NaN	925.043	6.19975	0.215256	1.96875	602661	0.011988	0.489397	1.90656	9.85192	10.3083	3.00087	114.243	202.847
2012-02-14 14:30:00	-44.602	174.793	NaN	NaN	NaN	0.335026	NaN	13.5347	13.4877	35	NaN	40.2051	40.2643	NaN	936.638	6.19503	0.214907	1.97786	632284	0.0119543	0.48438	1.91716	9.82493	10.2653	3.00729	118.868	203.106
2012-02-14 15:30:00	-44.5535	174.784	NaN	NaN	NaN	0.284763	NaN	13.8596	13.8044	35	NaN	39.8001	39.8686	NaN	920.171	6.34047	0.219214	1.95699	531755	0.012164	0.504991	1.88941	9.68099	10.1588	3.10442	128.025	202.437
2012-02-14 16:30:00	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2012-02-14 17:30:00	-44.5613	174.621	NaN	NaN	NaN	0.297176	NaN	14.5643	14.4958	35	NaN	38.943	39.0251	NaN	885.711	7.20852	0.253556	1.89437	537175	0.0127712	0.603211	1.79448	9.41471	10.0913	3.50297	141.237	202.71
2012-02-14 18:30:00	-44.6103	174.726	NaN	NaN	NaN	0.370276	NaN	13.9359	13.8787	35	NaN	39.7057	39.7763	NaN	916.344	7.53364	0.266741	1.89936	671077	0.013199	0.647942	1.78455	9.37136	10.1352	3.63479	143.328	204.004
2012-02-14 19:30:00	-44.629	174.768	NaN	NaN	NaN	0.312882	8.13406	13.8887	13.8204	35	-49.6829	39.764	39.8484	-2.01499	918.702	7.68483	0.274289	1.90054	567410	0.0138547	0.692177	1.76919	9.27941	10.1428	3.68883	145.181	204.434
2012-02-14 20:30:00	-44.602	174.768	NaN	NaN	NaN	0.280953	8.00793	13.933	13.8773	35	-50.4594	39.7092	39.778	-2.03386	916.484	7.43167	0.263089	1.8953	508100	0.014339	0.734406	1.74658	9.15502	10.1231	3.72372	146.065	204.043
2012-02-14 21:30:00	-44.554	174.665	NaN	NaN	NaN	0.320356	NaN	14.5301	14.4507	35	NaN	38.9835	39.0788	NaN	887.317	6.94374	0.241605	1.87041	571755	0.013947	0.71694	1.72605	9.14476	10.0927	3.6967	151.381	202.28
2012-02-14 22:30:00	-44.571	174.673	-8.0754	20.0849	17.082	0.250623	7.11926	14.0172	13.9449	35	-48.6498	39.6082	39.6972	-1.96977	912.45	6.43958	0.221474	1.86251	445407	0.013479	0.662453	1.73897	9.27026	10.1039	3.58479	154.134	201.789
2012-02-14 23:30:00	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2012-02-15 00:30:00	-44.627	174.701	NaN	NaN	NaN	0.165569	6.39977	13.6735	13.5456	35	-112.76	40.0312	40.1914	-4.57613	929.548	6.67525	0.229161	1.86036	293910	0.012446	0.591992	1.76287	9.84598	10.5664	3.51894	173.331	202.933
2012-02-15 01:30:00	-44.5937	174.681	NaN	NaN	NaN	0.274154	NaN	13.7655	13.6424	35	NaN	39.9167	40.0701	NaN	924.893	7.05672	0.245022	1.87373	490164	0.0129013	0.638333	1.76086	9.9795	10.8209	3.64024	175.522	203.737
2012-02-15 02:30:00	-44.5914	174.662	-11.5828	27.4608	23.2866	0.310545	8.09397	13.9063	13.7625	35	-50.4253	39.7422	39.9204	-2.0725	917.82	7.17435	0.250989	1.90105	563324	0.0133232	0.673663	1.77685	10.2264	11.1751	3.68158	175.69	205.362
2012-02-15 03:30:00	-44.6046	174.65	NaN	NaN	NaN	0.260795	7.47469	13.8684	13.737	35	NaN	39.789	39.9521	NaN	919.716	6.90555	0.240074	1.93595	481760	0.0133553	0.672209	1.8145	10.5452	11.504	3.61618	174.07	206.912
2012-02-15 04:30:00	-44.624	174.647	NaN	NaN	NaN	0.221694	8.1096	13.8208	13.6695	35	-117.191	39.8479	40.0362	-4.74291	922.103	6.60221	0.227356	1.96418	415502	0.013115	0.650618	1.85216	10.8153	11.7224	3.53646	172.348	207.978
2012-02-15 05:30:00	-44.658	174.635	-10.5123	12.3652	10.4646	0.254098	6.75441	13.8328	13.6831	35	-103.288	39.8333	40.0193	-4.18565	921.512	5.9745	0.203009	2.02534	491064	0.0122914	0.578314	1.93967	11.3905	12.1133	3.38505	168.685	209.758
2012-02-15 06:30:00	-44.6825	174.63	NaN	NaN	NaN	0.265824	NaN	13.7711	13.6663	35	NaN	39.9096	40.0402	NaN	924.607	5.59572	0.187877	2.08748	529486	0.0114665	0.516284	2.02154	11.8632	12.4344	3.26719	167.691	211.037
2012-02-15 07:30:00	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2012-02-15 08:30:00	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2012-02-15 09:30:00	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2012-02-15 10:30:00	-44.6802	174.707	NaN	NaN	NaN	0.136489	4.80646	13.6673	13.5285	35	-49.2041	40.039	40.2129	-2.03277	929.864	3.8229	0.120819	2.3106	300926	0.0084172	0.241324	2.29739	12.8777	13.0036	2.2682	178.915	212.849
2012-02-15 11:30:00	-44.6683	174.559	NaN	NaN	NaN	0.168698	NaN	14.3959	14.2243	35	-81.7709	39.145	39.3528	-3.28315	893.781	3.25261	0.101478	2.34076	376797	0.00707867	0.176897	2.33367	13.0618	13.1328	1.99099	181.534	213.046
2012-02-15 12:30:00	-44.614	174.604	NaN	NaN	NaN	NaN	NaN	14.2076	14.0635	35	NaN	39.3729	39.5489	NaN	902.919	3.04886	0.094909	2.38103	NaN	0.006526	0.159231	2.37542	13.1545	13.2111	1.92429	187.464	213.08
2012-02-15 13:30:00	-44.5516	174.728	NaN	NaN	NaN	0.176976	NaN	14.6039	14.445	35	NaN	38.8953	39.0857	NaN	883.804	3.47919	0.108747	2.41303	407490	0.0066648	0.184588	2.40568	13.1714	13.243	2.06978	191.641	212.997
2012-02-15 14:30:00	-44.4992	174.787	NaN	NaN	NaN	0.178983	4.77202	14.3815	14.1679	35	-46.0131	39.1627	39.4213	-1.8726	894.494	3.89878	0.122571	2.44581	417709	0.00669375	0.210422	2.43655	13.2057	13.2935	2.21085	193.076	212.966
2012-02-15 15:30:00	-44.5018	174.648	-3.32033	6.26498	5.4402	0.179272	4.84078	14.7838	14.4588	35	-62.0081	38.6814	39.0693	-2.54305	875.293	3.54284	0.110709	2.4562	420161	0.0059378	0.18399	2.44905	13.2575	13.3268	2.08006	194.554	212.894
2012-02-15 16:30:00	-44.5155	174.536	NaN	NaN	NaN	0.224423	5.44226	14.8203	14.5283	35	-58.7974	38.6383	38.9857	-2.40331	873.582	3.30796	0.103026	2.47063	529069	0.005225	0.154916	2.46544	13.2821	13.3336	1.91519	196.275	212.848
2012-02-15 17:30:00	-44.5688	174.633	-4.13387	8.55442	7.40525	0.247935	4.98429	14.6697	14.4189	35	-57.0435	38.8178	39.118	-2.32598	880.735	3.27822	0.102178	2.53203	599024	0.0053384	0.165516	2.52638	13.2856	13.3409	1.95832	197.726	213.426
2012-02-15 18:30:00	-44.588	174.678	NaN	NaN	NaN	0.204679	NaN	14.2405	14.0791	35	NaN	39.333	39.53	NaN	901.318	3.07628	0.095836	2.56176	500323	0.0051515	0.152077	2.55701	13.2572	13.3045	1.88577	195.944	213.559
2012-02-15 19:30:00	-44.595	174.684	NaN	NaN	NaN	0.133901	4.59142	13.9025	13.7815	35	-91.9892	39.7488	39.8984	-3.83308	918.123	2.6499	0.0825798	2.5716	328568	0.0047045	0.118137	2.56858	13.2121	13.2439	1.68862	195.137	213.486
2012-02-15 20:30:00	-44.5795	174.696	NaN	NaN	NaN	NaN	NaN	14.5598	14.3042	35	NaN	38.9479	39.2556	NaN	885.899	1.84112	0.0580955	2.56391	NaN	0.003912	0.056745	2.5632	13.1142	13.1267	1.26266	197.786	213.172
2012-02-15 21:30:00	-44.583	174.699	NaN	NaN	NaN	NaN	NaN	14.351	14.1417	35	NaN	39.1991	39.4533	NaN	895.942	1.86351	0.0587373	2.55868	NaN	0.00361967	0.0529213	2.55809	13.0644	13.0759	1.27517	198.801	213.106
2012-02-15 22:30:00	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2012-02-15 23:30:00	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2012-02-16 00:30:00	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2012-02-16 01:30:00	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2012-02-16 02:30:00	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2012-02-16 03:30:00	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2012-02-16 04:30:00	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2012-02-16 05:30:00	-44.594	174.733	NaN	NaN	NaN	NaN	NaN	14.8535	14.5138	35	NaN	38.5991	39.0031	NaN	872.026	1.00283	0.0329087	2.27943	NaN	0.00161467	0.000312	2.27939	12.091	12.097	3.04894	155.251	212.048
2012-02-16 06:30:00	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2012-02-16 07:30:00	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2012-02-16 08:30:00	-44.625	174.834	NaN	NaN	NaN	NaN	NaN	14.3281	13.9176	35	NaN	39.2267	39.7282	NaN	897.049	2.28543	0.071216	2.13179	NaN	0.00138	0.017053	2.13169	11.6536	11.6598	1.27516	41.0675	212.033
2012-02-16 09:30:00	-44.6563	174.835	NaN	NaN	NaN	0.183125	NaN	14.0564	13.6695	35	NaN	39.5579	40.0365	NaN	910.379	2.40484	0.0748083	2.12024	370485	0.001382	0.0200037	2.12011	11.6098	11.6163	1.21511	34.3528	212.193
2012-02-16 10:30:00	-44.736	174.846	NaN	NaN	NaN	0.161455	NaN	14.3466	13.9749	35	NaN	39.2043	39.6577	NaN	896.154	3.06186	0.0969323	2.0729	319351	0.001681	0.0462157	2.07224	11.4585	11.4702	1.07047	17.9309	212.604
2012-02-16 11:30:00	-44.831	174.833	NaN	NaN	NaN	0.226623	NaN	14.4	14.1061	35	NaN	39.1398	39.4967	NaN	893.567	3.9962	0.126803	2.02857	438665	0.002878	0.095289	2.02613	11.3163	11.3449	1.23537	12.5153	213.109
